1,5.023443587
2,7.362544314
3,9.568007906
4,12.93957069
5,14.35806089
6,16.0654279
7,20.42438956
8,24.38980185
9,21.17226296
10,27.00946043
11,25.19408158
12,36.87911885
13,30.78645281
14,32.01556542
15,38.9802354
16,46.32221045
17,40.33305352
18,46.49593746
19,43.03013791
20,51.10326384
21,44.45031204
22,58.63766471
23,58.72700737
24,69.77676649
25,76.75416991
26,64.61489122
27,56.0250717
28,67.72619708
29,70.41148076
30,66.00929379
31,73.31663726
32,81.80622167
33,93.16204033
34,76.74551906
35,96.0581729
36,86.4514083
37,100.7762437
38,107.8294746
39,96.99624089
40,97.67990557
41,96.79580256
42,121.6485618
43,114.8542197
44,95.10820413
45,112.3150779
46,107.2772604
47,114.4617806
48,131.7097973
49,112.0166428
50,125.0857036
51,106.1880965
52,125.3919244
53,155.4898681
54,144.966041
55,155.4945911
56,132.2996654
57,147.7715099
58,120.2510535
59,154.4038384
60,166.7827973
61,179.2335389
62,173.5658014
63,187.606966
64,190.7018853
65,183.76621
66,187.6153358
67,202.5849703
68,168.5356258
69,169.1972673
70,148.7445589
71,151.7920808
72,167.7112172
73,214.747613
74,159.6479744
75,212.2232928
76,227.667429
77,167.1211489
78,221.5953942
79,175.297079
80,168.9817901
81,233.4760413
82,195.7468211
83,224.1101551
84,217.409398
85,192.5799133
86,178.0436295
87,226.6250109
88,254.7385547
89,243.5644656
90,208.6817022
91,234.1966448
92,248.1015435
93,197.4905946
94,203.1557277
95,205.4478253
96,236.5309737
97,201.5218129
98,287.6399409
99,250.6691336
100,210.3741984
